prclient,prid,pridfiltered,prid_filtered,prname,prurl,prshortdescription,prdescription,prdisplayprice,prprice,primageurl,prcategory,prsubcategory,prcreatedon,pralternativeurl,prbestseller,prsku,pravailablequantity,pravailability,prquantitysold,prsize,prcolor,prcountry,prfromprice,prposition,isactive,isdefault,pronsale
Steve Madden,7255115989125,7255115989125,7255115989125,Steve Madden Women's Morrie Dark Cherry Techno Fabric Pointed Toe Heels - Burgundy Techno Satin - Size 5 - Leather/Satin,https://www.stevemadden.com/products/morrie-burgundy-techno-satin?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The MORRIE BURGUNDY TECHNO FABRIC is a sophisticated heel that commands attention. Its sharp pointed toe and striking stiletto heel create an elongated, flattering silhouette, while the secure ankle strap provides comfort and stability. Crafted in luxurious materials, this versatile style transitions effortlessly from evening occasions to polished daytime looks. 4.25 inch heel height Textile upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden MORRIE DARK CHERRY TECHNO FABRIC | Burgundy Techno Satin | 5 | Steve Madden Women's Morrie Dark Cherry Techno Fabric Pointed Toe Heels - Burgundy Techno Satin - Size 5 - Leather/Satin","The MORRIE BURGUNDY TECHNO FABRIC is a sophisticated heel that commands attention. Its sharp pointed toe and striking stiletto heel create an elongated, flattering silhouette, while the secure ankle strap provides comfort and stability. Crafted in luxurious materials, this versatile style transitions effortlessly from evening occasions to polished daytime looks. 4.25 inch heel height Textile upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden MORRIE DARK CHERRY TECHNO FABRIC | Burgundy Techno Satin | 5 | Steve Madden Women's Morrie Dark Cherry Techno Fabric Pointed Toe Heels - Burgundy Techno Satin - Size 5 - Leather/Satin",90.97,129.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_MORRIE_BURGUNDY01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41560985993349,,IN STOCK,,"10, 11, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Burgundy Techno Satin,,,100,TRUE,TRUE,TRUE
Steve Madden,7255116152965,7255116152965,7255116152965,Steve Madden Women's Silvana Pointed Toe Heels - Black Nubuck - Size 6 - Leather,https://www.stevemadden.com/products/silvana-black-nubuck?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Elevate your look with the SILVANA BLACK NUBUCK, a striking pump featuring a sleek stiletto heel and sharp pointed toe. The transparent strap detail adds a modern, edgy touch that balances sophistication with contemporary style. Perfect for dressing up any outfit, from evening events to bold daytime looks. 4 inch heel height Nubuck leather and PVC upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden SILVANA BLACK NUBUCK | 6 | Steve Madden Women's Silvana Pointed Toe Heels - Black Nubuck - Size 6 - Leather","Elevate your look with the SILVANA BLACK NUBUCK, a striking pump featuring a sleek stiletto heel and sharp pointed toe. The transparent strap detail adds a modern, edgy touch that balances sophistication with contemporary style. Perfect for dressing up any outfit, from evening events to bold daytime looks. 4 inch heel height Nubuck leather and PVC upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden SILVANA BLACK NUBUCK | 6 | Steve Madden Women's Silvana Pointed Toe Heels - Black Nubuck - Size 6 - Leather",89.99,129.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_SILVANA_BLACK-NUBUCK_01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41560986943621,,IN STOCK,,"10, 6, 7, 7.5, 8, 8.5, 9, 9.5",Black Nubuck,,,101,TRUE,TRUE,TRUE
Steve Madden,7255116382341,7255116382341,7255116382341,Steve Madden Women's Catnyss Thong Heels - Pink Multi - Size 6 - Leather,https://www.stevemadden.com/products/catnyss-pink-multi?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The CATNYSS PINK MULTI features a striking stiletto heel elevated by intricate rope and knot detailing that wraps around the leg. This architectural design transforms a classic silhouette into a statement piece, combining refined craftsmanship with bold visual interest. The leg-tie construction offers a customizable fit while adding an edge. Perfect for those who appreciate footwear that merges elegance with distinctive design elements. 4.25 inch heel height Vegan leather and textile upper material with hardware Unlined Vegan leather sock Synthetic sole Imported Steve Madden CATNYSS PINK MULTI | 6 | Steve Madden Women's Catnyss Thong Heels - Pink Multi - Size 6 - Leather","The CATNYSS PINK MULTI features a striking stiletto heel elevated by intricate rope and knot detailing that wraps around the leg. This architectural design transforms a classic silhouette into a statement piece, combining refined craftsmanship with bold visual interest. The leg-tie construction offers a customizable fit while adding an edge. Perfect for those who appreciate footwear that merges elegance with distinctive design elements. 4.25 inch heel height Vegan leather and textile upper material with hardware Unlined Vegan leather sock Synthetic sole Imported Steve Madden CATNYSS PINK MULTI | 6 | Steve Madden Women's Catnyss Thong Heels - Pink Multi - Size 6 - Leather",139.95,139.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_CATNYSS_PINK-MULTI01_0af71d21-cb8f-4de9-bdc5-93afd2680156.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41560988057733,,IN STOCK,,"10, 11, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Pink Multi,,,102,TRUE,TRUE,FALSE
Steve Madden,7256347803781,7256347803781,7256347803781,Steve Madden Women's Andromeda Pointed Toe Heels - Dark Fuchsia - Size 6 - Leather,https://www.stevemadden.com/products/andromeda-dark-fuchsia-leather?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Introducing the ANDROMEDA DARK FUCHSIA LEATHER pump. This elegant heel features a pointed-toe design and stiletto heel for a sophisticated look. The slingback strap provides a secure fit while the unique design adds a touch of luxury. Perfect for any formal occasion, these heels will elevate your outfit to the next level. 4 inch heel height Leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden ANDROMEDA DARK FUCHSIA LEATHER | 6 | Steve Madden Women's Andromeda Pointed Toe Heels - Dark Fuchsia - Size 6 - Leather","Introducing the ANDROMEDA DARK FUCHSIA LEATHER pump. This elegant heel features a pointed-toe design and stiletto heel for a sophisticated look. The slingback strap provides a secure fit while the unique design adds a touch of luxury. Perfect for any formal occasion, these heels will elevate your outfit to the next level. 4 inch heel height Leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden ANDROMEDA DARK FUCHSIA LEATHER | 6 | Steve Madden Women's Andromeda Pointed Toe Heels - Dark Fuchsia - Size 6 - Leather",119.95,119.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_ANDROMEDA_DK-FUCHSIA-LEATHER01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41564284125317,,IN STOCK,,"10, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Dark Fuchsia,,,107,TRUE,TRUE,FALSE
Steve Madden,7256348000389,7256348000389,7256348000389,Steve Madden Women's Andromeda Pointed Toe Heels - Taupe - Size 5 - Leather,https://www.stevemadden.com/products/andromeda-taupe-leather?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Introducing the ANDROMEDA TAUPE LEATHER pump. This elegant heel features a pointed-toe design and stiletto heel for a sophisticated look. The slingback strap provides a secure fit while the unique design adds a touch of luxury. Perfect for any formal occasion, these heels will elevate your outfit to the next level. 4 inch heel height Leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden ANDROMEDA TAUPE LEATHER | 5 | Steve Madden Women's Andromeda Pointed Toe Heels - Taupe - Size 5 - Leather","Introducing the ANDROMEDA TAUPE LEATHER pump. This elegant heel features a pointed-toe design and stiletto heel for a sophisticated look. The slingback strap provides a secure fit while the unique design adds a touch of luxury. Perfect for any formal occasion, these heels will elevate your outfit to the next level. 4 inch heel height Leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden ANDROMEDA TAUPE LEATHER | 5 | Steve Madden Women's Andromeda Pointed Toe Heels - Taupe - Size 5 - Leather",119.95,119.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_ANDROMEDA_TAUPE-LEATHER01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41564285468805,,IN STOCK,,"10, 11, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Taupe,,,108,TRUE,TRUE,FALSE
Steve Madden,7257527812229,7257527812229,7257527812229,Steve Madden Women's Trina Mule Heels - Blue Crocodile - Size 6 - Leather,https://www.stevemadden.com/products/trina-blue-crocodile?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The TRINA BLUE CROCODILE is a sophisticated kitten heel mule featuring a chic square toe silhouette. This versatile style combines comfort with contemporary elegance, perfect for transitioning from office to evening. An ideal choice for those seeking a refined, modern heel that works with both professional and casual wardrobes. 1.75 inch heel height Vegan leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden TRINA BLUE CROCODILE | 6 | Steve Madden Women's Trina Mule Heels - Blue Crocodile - Size 6 - Leather","The TRINA BLUE CROCODILE is a sophisticated kitten heel mule featuring a chic square toe silhouette. This versatile style combines comfort with contemporary elegance, perfect for transitioning from office to evening. An ideal choice for those seeking a refined, modern heel that works with both professional and casual wardrobes. 1.75 inch heel height Vegan leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden TRINA BLUE CROCODILE | 6 | Steve Madden Women's Trina Mule Heels - Blue Crocodile - Size 6 - Leather",79.99,109.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_TRINA_BLUE-CROCO_01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41566988337285,,IN STOCK,,"10, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Blue Crocodile,,,115,TRUE,TRUE,TRUE
Steve Madden,7258046955653,7258046955653,7258046955653,Steve Madden Women's Knoti Block Heels - Blue Satin - Size 6 - Leather/Satin,https://www.stevemadden.com/products/knoti-blue-satin?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Make a statement with the KNOTI BLUE SATIN, a sophisticated heel that combines modern edge with timeless elegance. The signature knot detail at the toe adds visual interest, while the generous platform and block heel deliver stability and comfort. Wrapped in luxurious satin, this ankle-strap style transitions seamlessly from cocktail hour to dinner and beyond. 4.5 inch heel height 1 inch platform Textile upper material Textile lining Vegan leather sock Synthetic sole Imported Steve Madden KNOTI BLUE SATIN | 6 | Steve Madden Women's Knoti Block Heels - Blue Satin - Size 6 - Leather/Satin","Make a statement with the KNOTI BLUE SATIN, a sophisticated heel that combines modern edge with timeless elegance. The signature knot detail at the toe adds visual interest, while the generous platform and block heel deliver stability and comfort. Wrapped in luxurious satin, this ankle-strap style transitions seamlessly from cocktail hour to dinner and beyond. 4.5 inch heel height 1 inch platform Textile upper material Textile lining Vegan leather sock Synthetic sole Imported Steve Madden KNOTI BLUE SATIN | 6 | Steve Madden Women's Knoti Block Heels - Blue Satin - Size 6 - Leather/Satin",119.95,119.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_KNOTI_BLUE-SATIN01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41569658896517,,IN STOCK,,"10, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Blue Satin,,,121,TRUE,TRUE,FALSE
Steve Madden,7258047021189,7258047021189,7258047021189,Steve Madden Women's Knoti Block Heels - Black Satin - Size 5 - Leather/Satin,https://www.stevemadden.com/products/knoti-black-satin?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Make a statement with the KNOTI BLACK SATIN, a sophisticated heel that combines modern edge with timeless elegance. The signature knot detail at the toe adds visual interest, while the generous platform and block heel deliver stability and comfort. Wrapped in luxurious satin, this ankle-strap style transitions seamlessly from cocktail hour to dinner and beyond. 4.5 inch heel height 1 inch platform Textile upper material Textile lining Vegan leather sock Synthetic sole Imported Steve Madden KNOTI BLACK SATIN | 5 | Steve Madden Women's Knoti Block Heels - Black Satin - Size 5 - Leather/Satin","Make a statement with the KNOTI BLACK SATIN, a sophisticated heel that combines modern edge with timeless elegance. The signature knot detail at the toe adds visual interest, while the generous platform and block heel deliver stability and comfort. Wrapped in luxurious satin, this ankle-strap style transitions seamlessly from cocktail hour to dinner and beyond. 4.5 inch heel height 1 inch platform Textile upper material Textile lining Vegan leather sock Synthetic sole Imported Steve Madden KNOTI BLACK SATIN | 5 | Steve Madden Women's Knoti Block Heels - Black Satin - Size 5 - Leather/Satin",119.95,119.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_KNOTI_BLACK-SATIN01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41569659289733,,IN STOCK,,"10, 11, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Black Satin,,,122,TRUE,TRUE,FALSE
Steve Madden,7258689241221,7258689241221,7258689241221,Steve Madden Women's Steffi Mule Block Heels - Brown Suede - Size 6 - Leather,https://www.stevemadden.com/products/steffi-mule-brown-suede?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The STEFFI MULE BROWN SUEDE features a graceful round‑toe silhouette with an elegant bow detail that channels ballet‑inspired sophistication. This refined heel offers a polished, feminine finish that makes it a versatile choice for elevating everyday looks or dressing up special occasions. The rounded toe provides comfort and a flattering line, while the heel offers just the right lift for all‑day wearability. 1.25 inch heel height Suede upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden STEFFI MULE BROWN SUEDE | 6 | Steve Madden Women's Steffi Mule Block Heels - Brown Suede - Size 6 - Leather","The STEFFI MULE BROWN SUEDE features a graceful round‑toe silhouette with an elegant bow detail that channels ballet‑inspired sophistication. This refined heel offers a polished, feminine finish that makes it a versatile choice for elevating everyday looks or dressing up special occasions. The rounded toe provides comfort and a flattering line, while the heel offers just the right lift for all‑day wearability. 1.25 inch heel height Suede upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden STEFFI MULE BROWN SUEDE | 6 | Steve Madden Women's Steffi Mule Block Heels - Brown Suede - Size 6 - Leather",99.95,99.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_STEFFI-MULE-SHILLOH_BROWN-SUEDE01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41572085301381,,IN STOCK,,"10, 11, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Brown Suede,,,124,TRUE,TRUE,FALSE
Steve Madden,7258689273989,7258689273989,7258689273989,Steve Madden Women's Loren Block Heels - Snake Multi - Size 6 - Leather,https://www.stevemadden.com/products/loren-snake-multi?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The LOREN SNAKE MULTI is a striking heel that combines contemporary style with comfortable everyday wearability. Its square-toe silhouette and block heel provide a modern edge, while the platform sole adds height and stability. An adjustable ankle strap ensures a secure fit, making this versatile piece perfect for transitioning from day to night. 4.5 inch heel height 1.5 inch platform Leather and suede upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden LOREN SNAKE MULTI | 6 | Steve Madden Women's Loren Block Heels - Snake Multi - Size 6 - Leather","The LOREN SNAKE MULTI is a striking heel that combines contemporary style with comfortable everyday wearability. Its square-toe silhouette and block heel provide a modern edge, while the platform sole adds height and stability. An adjustable ankle strap ensures a secure fit, making this versatile piece perfect for transitioning from day to night. 4.5 inch heel height 1.5 inch platform Leather and suede upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden LOREN SNAKE MULTI | 6 | Steve Madden Women's Loren Block Heels - Snake Multi - Size 6 - Leather",129.95,129.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_LOREN_SNAKE-MULTI-LEATHER01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41572085727365,,IN STOCK,,"10, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Snake Multi,,,125,TRUE,TRUE,FALSE
Steve Madden,7258689306757,7258689306757,7258689306757,Steve Madden Women's Loren Block Heels - Black Multi - Size 6 - Leather,https://www.stevemadden.com/products/loren-black-multi?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The LOREN BLACK MULTI is a striking heel that combines contemporary style with comfortable everyday wearability. Its square-toe silhouette and block heel provide a modern edge, while the platform sole adds height and stability. An adjustable ankle strap ensures a secure fit, making this versatile piece perfect for transitioning from day to night. 4.5 inch heel height 1.5 inch platform Leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden LOREN BLACK MULTI | 6 | Steve Madden Women's Loren Block Heels - Black Multi - Size 6 - Leather","The LOREN BLACK MULTI is a striking heel that combines contemporary style with comfortable everyday wearability. Its square-toe silhouette and block heel provide a modern edge, while the platform sole adds height and stability. An adjustable ankle strap ensures a secure fit, making this versatile piece perfect for transitioning from day to night. 4.5 inch heel height 1.5 inch platform Leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden LOREN BLACK MULTI | 6 | Steve Madden Women's Loren Block Heels - Black Multi - Size 6 - Leather",129.95,129.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_LOREN_BLACK-LEATHER01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41572086153349,,IN STOCK,,"10, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Black Multi,,,126,TRUE,TRUE,FALSE
Steve Madden,7260206039173,7260206039173,7260206039173,Steve Madden Women's Kendrix Ostrich Dark Cherry Leather Mule Heels - Wine - Size 6,https://www.stevemadden.com/products/kendrix-ost-wine-leather?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Crafted from luxurious materials, the KENDRIX OSTRICH DARK CHERRY LEATHER mule heel features a rounded-toe design for added comfort and elegance. Perfect for any occasion, these heels effortlessly elevate any outfit with a touch of sophistication. 3 inch heel height Leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden KENDRIX OSTRICH DARK CHERRY LEATHER | Wine Leather | 6 | Steve Madden Women's Kendrix Ostrich Dark Cherry Leather Mule Heels - Wine - Size 6","Crafted from luxurious materials, the KENDRIX OSTRICH DARK CHERRY LEATHER mule heel features a rounded-toe design for added comfort and elegance. Perfect for any occasion, these heels effortlessly elevate any outfit with a touch of sophistication. 3 inch heel height Leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden KENDRIX OSTRICH DARK CHERRY LEATHER | Wine Leather | 6 | Steve Madden Women's Kendrix Ostrich Dark Cherry Leather Mule Heels - Wine - Size 6",109.95,109.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_KENDRIX-OST_WINE-LEATHER_01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41577228435589,,IN STOCK,,"10, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Wine,,,129,TRUE,TRUE,FALSE
Steve Madden,7260206137477,7260206137477,7260206137477,Steve Madden Women's Kendrix Ostrich Mule Heels - Cognac - Size 6 - Leather,https://www.stevemadden.com/products/kendrix-ost-cognac?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Crafted from luxurious materials, the KENDRIX OSTRICH COGNAC mule heel features a rounded-toe design for added comfort and elegance. Perfect for any occasion, these heels effortlessly elevate any outfit with a touch of sophistication. 3 inch heel height Vegan leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden KENDRIX OSTRICH COGNAC | 6 | Steve Madden Women's Kendrix Ostrich Mule Heels - Cognac - Size 6 - Leather","Crafted from luxurious materials, the KENDRIX OSTRICH COGNAC mule heel features a rounded-toe design for added comfort and elegance. Perfect for any occasion, these heels effortlessly elevate any outfit with a touch of sophistication. 3 inch heel height Vegan leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden KENDRIX OSTRICH COGNAC | 6 | Steve Madden Women's Kendrix Ostrich Mule Heels - Cognac - Size 6 - Leather",109.95,109.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_KENDRIX-OST_COGNAC-LEATHER_01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41577229189253,,IN STOCK,,"10, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Cognac,,,130,TRUE,TRUE,FALSE
Steve Madden,7260539912325,7260539912325,7260539912325,Steve Madden Women's Ardyn Pointed Toe Heels - Tiger - Size 6 - Leather,https://www.stevemadden.com/products/ardyn-h-tiger?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Introducing the ARDYN TIGER, a sophisticated pointed-toe kitten heel that combines timeless elegance with everyday wearability. The refined silhouette and modest heel height make it perfect for the office, special occasions, or any moment that calls for polished style. Crafted for comfort and versatility, this essential shoe transitions seamlessly from day to night. .5 inch heel height Leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden ARDYN TIGER | 6 | Steve Madden Women's Ardyn Pointed Toe Heels - Tiger - Size 6 - Leather","Introducing the ARDYN TIGER, a sophisticated pointed-toe kitten heel that combines timeless elegance with everyday wearability. The refined silhouette and modest heel height make it perfect for the office, special occasions, or any moment that calls for polished style. Crafted for comfort and versatility, this essential shoe transitions seamlessly from day to night. .5 inch heel height Leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden ARDYN TIGER | 6 | Steve Madden Women's Ardyn Pointed Toe Heels - Tiger - Size 6 - Leather",129.95,129.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_ARDYN_TIGER01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41578371645573,,IN STOCK,,"10, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Tiger,,,137,TRUE,TRUE,FALSE
Steve Madden,7260739633285,7260739633285,7260739633285,Steve Madden Women's Siggy Block Heels - Black - Size 6 - Leather,https://www.stevemadden.com/products/siggy-black-leather?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The SIGGY BLACK LEATHER is a timeless Mary Jane with a graceful ballet-inspired silhouette and sturdy block heel. This classic design combines elegant simplicity with everyday comfort, featuring a secure strap across the instep and a sleek upper that pairs effortlessly with any wardrobe. Perfect for adding a touch of refined sophistication to casual or dressed-up looks. 3.5 inch heel height Leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden SIGGY BLACK LEATHER | 6 | Steve Madden Women's Siggy Block Heels - Black - Size 6 - Leather","The SIGGY BLACK LEATHER is a timeless Mary Jane with a graceful ballet-inspired silhouette and sturdy block heel. This classic design combines elegant simplicity with everyday comfort, featuring a secure strap across the instep and a sleek upper that pairs effortlessly with any wardrobe. Perfect for adding a touch of refined sophistication to casual or dressed-up looks. 3.5 inch heel height Leather upper material Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden SIGGY BLACK LEATHER | 6 | Steve Madden Women's Siggy Block Heels - Black - Size 6 - Leather",119.95,119.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_SIGGY_BLACK-LEATHER01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41579201462405,,IN STOCK,,"10, 11, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Black,,,139,TRUE,TRUE,FALSE
Steve Madden,7261900406917,7261900406917,7261900406917,Steve Madden Women's Hexx Spotted Leopard Pointed Toe Heels - Spot Leopard - Size 6 - Leather,https://www.stevemadden.com/products/hexx-h-spot-leopard?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The HEXX SPOTTED LEOPARD is a pointed-toe pump featuring a sleek heel that combines timeless elegance with modern edge. This versatile style transitions seamlessly from office to evening, offering a flattering silhouette that elongates the leg. The refined design offers a sophisticated finishing touch to any outfit. 3 inch heel height Leather upper material Textile lining Vegan leather sock Synthetic sole Imported Steve Madden HEXX SPOTTED LEOPARD | Spot Leopard | 6 | Steve Madden Women's Hexx Spotted Leopard Pointed Toe Heels - Spot Leopard - Size 6 - Leather","The HEXX SPOTTED LEOPARD is a pointed-toe pump featuring a sleek heel that combines timeless elegance with modern edge. This versatile style transitions seamlessly from office to evening, offering a flattering silhouette that elongates the leg. The refined design offers a sophisticated finishing touch to any outfit. 3 inch heel height Leather upper material Textile lining Vegan leather sock Synthetic sole Imported Steve Madden HEXX SPOTTED LEOPARD | Spot Leopard | 6 | Steve Madden Women's Hexx Spotted Leopard Pointed Toe Heels - Spot Leopard - Size 6 - Leather",129.95,129.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_HEXX-H_SPOTTED-LEATHER_01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41581276496005,,IN STOCK,,"10, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Spot Leopard,,,141,TRUE,TRUE,FALSE
Steve Madden,7264407912581,7264407912581,7264407912581,Steve Madden Women's Fay Gold Detail Heels - Black Suede - Size 6 - Leather,https://www.stevemadden.com/products/fay-black-suede?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The FAY BLACK SUEDE features a sleek heel with elegant gold detailing and a secure ankle strap. A striking gold chain detail adds a touch of luxury to this versatile style, perfect for elevating any look from day to night. 4 inch heel height Suede upper material with hardware Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden FAY BLACK SUEDE | 6 | Steve Madden Women's Fay Gold Detail Heels - Black Suede - Size 6 - Leather","The FAY BLACK SUEDE features a sleek heel with elegant gold detailing and a secure ankle strap. A striking gold chain detail adds a touch of luxury to this versatile style, perfect for elevating any look from day to night. 4 inch heel height Suede upper material with hardware Vegan leather lining Vegan leather sock Synthetic sole Imported Steve Madden FAY BLACK SUEDE | 6 | Steve Madden Women's Fay Gold Detail Heels - Black Suede - Size 6 - Leather",129.95,129.95,https://cdn.shopify.com/s/files/1/2170/8465/files/STEVEMADDEN_SHOES_FAY_BLACK-SUEDE01.jpg,Women's Shoes > Heels,Women's Shoes > Heels,22/09/2026,,FALSE,41590605742213,,IN STOCK,,"10, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5",Black Suede,,,147,TRUE,TRUE,FALSE
