prclient,prid,prid_filtered,pridfiltered,prname,prurl,prshortdescription,prdescription,prdisplayprice,prprice,primageurl,prcategory,prsubcategory,prcreatedon,pralternativeurl,prbestseller,prsku,pravailablequantity,pravailability,prquantitysold,prsize,prcolor,prcountry,prfromprice,prposition,isactive,isdefault,pronsale
Carvela,5769963979,5769963979,5769963979,Carvela Gemma Clutch Silver Crystal Fabric Clutch Bag,https://www.shoeaholics.com/women/bags/clutch-bags/gemma-clutch-silver-synthetic-carvela-5769963979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Silver Crystal Fabric Clutch Bag, Silver","Silver Crystal Fabric Clutch Bag, Silver",69.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5769963979.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,10/09/2026,,FALSE,,121,IN STOCK,,,Metallic,,,204,TRUE,TRUE,TRUE
Carvela,5769931069,5769931069,5769931069,Carvela Women's Cloth Bag Dark Brown Fabric Other Gemma Clutch,https://www.shoeaholics.com/women/bags/clutch-bags/gemma-clutch-dark-brown-fabric-other-carvela-5769931069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Gemma Clutch """", No Size, Dark Brown","Womens Carvela Gemma Clutch """", No Size, Dark Brown",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5769931069.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,10/09/2026,,FALSE,,128,IN STOCK,,,Brown,,,188,TRUE,TRUE,TRUE
Carvela,5279951979,5279951979,5279951979,Carvela Women's Tote Bag Dark Red Synthetic Maria Mini,https://www.shoeaholics.com/women/bags/mini-bags/maria-mini-belt-red-dark-synthetic-carvela-5279951979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Dark Red Belt Bag, Red Dark","Dark Red Belt Bag, Red Dark",79.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/2/5279951979.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,10/09/2026,,FALSE,,123,IN STOCK,,,Red,,,200,TRUE,TRUE,TRUE
Kurt Geiger London,7146388669,7146388669,7146388669,Kurt Geiger Women's Cross Body Bag Denim Blue Kensington Heart,https://www.shoeaholics.com/women/bags/cross-body-bags/kensington-heart-x-body-denim-denim-kurt-geiger-london-7146388669?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Kensington Heart Bag """", No Size, Denim","Womens Kurt Geiger London Kensington Heart Bag """", No Size, Denim",129.00,159.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/7/1/7146388669.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,117,IN STOCK,,,Blue,,,210,TRUE,TRUE,TRUE
Miss KG,5845700829,5845700829,5845700829,KG Kurt Geiger Women's Clutch Bag Black Synthetic Salome,https://www.shoeaholics.com/women/bags/clutch-bags/salome-bag-black-polyurethane-miss-kg-5845700829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Miss Kg Salome Bag """", No Size, Black","Womens Miss Kg Salome Bag """", No Size, Black",29.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5845700829.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,10/09/2026,,FALSE,,19,IN STOCK,,,Black,,,318,TRUE,TRUE,TRUE
Kurt Geiger London,5851753339,5851753339,5851753339,Kurt Geiger Women's Shoulder Bag Pink Pale Canvas Kensington,https://www.shoeaholics.com/women/bags/cross-body-bags/kensington-xbody-pale-pink-canvas-kurt-geiger-london-5851753339?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Pale Pink Canvas Shoulder Bag, Pale Pink","Pale Pink Canvas Shoulder Bag, Pale Pink",109.00,249.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5851753339.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,43,IN STOCK,,,Pink,,,283,TRUE,TRUE,TRUE
Miss KG,6477554309,6477554309,6477554309,Carvela Women's shoulder Bag Wine patent Autumn,https://www.shoeaholics.com/women/bags/shoulder-bags/autumn-scoop-bag-wine-patent-miss-kg-6477554309?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Miss Kg Autumn Scoop Bag """", No Size, Wine","Womens Miss Kg Autumn Scoop Bag """", No Size, Wine",89.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/4/6477554309.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,222,IN STOCK,,,Red,,,95,TRUE,TRUE,TRUE
Carvela,6329600229,6329600229,6329600229,Carvela Marcela Backpack,https://www.shoeaholics.com/women/bags/marcela-backpack-black-nylon-carvela-6329600229?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Marcela Backpack """", No Size, Black","Womens Carvela Marcela Backpack """", No Size, Black",79.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6329600229.jpg?v=1&width=800,Women > Bags,Women > Bags,10/09/2026,,FALSE,,378,IN STOCK,,,Black,,,28,TRUE,TRUE,TRUE
Carvela,5743961979,5743961979,5743961979,Carvela Women's Clutch Bag Gold Synthetic Maria Envelope,https://www.shoeaholics.com/women/bags/clutch-bags/maria-envelope-clutch-gold-synthetic-carvela-5743961979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Metallic Gold Clutch Bag, Gold","Metallic Gold Clutch Bag, Gold",69.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5743961979.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,10/09/2026,,FALSE,,236,IN STOCK,,,Metallic,,,82,TRUE,TRUE,TRUE
Kurt Geiger London,5703466609,5703466609,5703466609,Kurt Geiger London Mini Fabric Brixton Bag Gold Cross Body Bag,https://www.shoeaholics.com/women/bags/cross-body-bags/fabric-mini-brixton-gold-combination-fabric-kurt-geiger-london-5703466609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Gold Cross Body Bag, Gold Combination","Gold Cross Body Bag, Gold Combination",119.00,189.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5703466609.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,372,IN STOCK,,,Metallic,,,30,TRUE,TRUE,TRUE
Carvela,5743450979,5743450979,5743450979,Carvela Women's Shoulder Bag Red Synthetic Minori,https://www.shoeaholics.com/women/bags/shoulder-bags/minori-scoop-shoulder-red-synthetic-carvela-5743450979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Minori Scoop Shoulder """", No Size, Red","Womens Carvela Minori Scoop Shoulder """", No Size, Red",69.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5743450979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,140,IN STOCK,,,Red,,,174,TRUE,TRUE,TRUE
Carvela,6330931799,6330931799,6330931799,Carvela Women's Cross Body Bag Dark Brown Suedette Livia,https://www.shoeaholics.com/women/bags/shoulder-bags/livia-scoop-dark-brown-suedette-carvela-6330931799?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Dark Brown Scoop Cross Body Bag, Dark Brown","Dark Brown Scoop Cross Body Bag, Dark Brown",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330931799.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,47,IN STOCK,,,Brown,,,278,TRUE,TRUE,TRUE
Kurt Geiger London,6244969609,6244969609,6244969609,Kurt Geiger London Fabric Mini Soho,https://www.shoeaholics.com/women/bags/cross-body-bags/fabric-mini-soho-multi-other-fabric-kurt-geiger-london-6244969609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Fabric Mini Soho """", No Size","Womens Kurt Geiger London Fabric Mini Soho """", No Size",109.00,179.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6244969609.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,159,IN STOCK,,,,,,156,TRUE,TRUE,TRUE
Carvela,6327900979,6327900979,6327900979,Carvela Women's Shoulder Bag Black Synthetic Fernanda,https://www.shoeaholics.com/women/bags/shoulder-bags/fernanda-shoulder-bag-black-synthetic-carvela-6327900979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Synthetic Shoulder Bag, Black","Black Synthetic Shoulder Bag, Black",109.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6327900979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,188,IN STOCK,,,Black,,,122,TRUE,TRUE,TRUE
Kurt Geiger London,5825713109,5825713109,5825713109,Kurt Geiger Women's Shoulder Bag White Black Leather Kensington,https://www.shoeaholics.com/women/bags/cross-body-bags/kensington-footy-bag-white-black-leather-kurt-geiger-london-5825713109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"White Black Leather Shoulder Bag, White Black","White Black Leather Shoulder Bag, White Black",159.00,329.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5825713109.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,7,IN STOCK,,,White,,,348,TRUE,TRUE,TRUE
Carvela,5744939979,5744939979,5744939979,Carvela Women's Cross Body Bag Brown Other Synthetic Carla,https://www.shoeaholics.com/women/bags/cross-body-bags/carla-crossbody-brown-other-synthetic-carvela-5744939979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Carla Crossbody Bag """", No Size","Womens Carvela Carla Crossbody Bag """", No Size",69.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5744939979.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,265,IN STOCK,,,,,,67,TRUE,TRUE,TRUE
Carvela,6330151979,6330151979,6330151979,Carvela Cappuccino Mini Tote Dark Red Synthetic Tote Bag,https://www.shoeaholics.com/women/bags/mini-bags/cappuccino-mini-tote-red-dark-synthetic-carvela-6330151979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Dark Red Synthetic Tote Bag, Red Dark","Dark Red Synthetic Tote Bag, Red Dark",79.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330151979.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,10/09/2026,,FALSE,,254,IN STOCK,,,Red,,,74,TRUE,TRUE,TRUE
Carvela,5769761979,5769761979,5769761979,Carvela Women's Clutch Bag Synthetic Gold Petalo,https://www.shoeaholics.com/women/bags/clutch-bags/petalo-envelope-clutch-gold-synthetic-carvela-5769761979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Bronze Crystal Clutch Bag, Gold","Bronze Crystal Clutch Bag, Gold",79.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5769761979.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,10/09/2026,,FALSE,,149,IN STOCK,,,Metallic,,,165,TRUE,TRUE,TRUE
Carvela,6330000979,6330000979,6330000979,Carvela Women's Tote Bag Black Synthetic Cappuccino Tote,https://www.shoeaholics.com/women/bags/tote-bags/cappuccino-tote-black-synthetic-carvela-6330000979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Tote Bag, Black","Black Tote Bag, Black",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330000979.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,10/09/2026,,FALSE,,398,IN STOCK,,,Black,,,22,TRUE,TRUE,TRUE
Carvela,6330831979,6330831979,6330831979,Carvela Cosma Crossbody Bag,https://www.shoeaholics.com/women/bags/cross-body-bags/cosma-crossbody-dark-brown-synthetic-carvela-6330831979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Cosma Crossbody Bag """", No Size, Dark Brown","Womens Carvela Cosma Crossbody Bag """", No Size, Dark Brown",59.00,89.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330831979.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,63,IN STOCK,,,Brown,,,263,TRUE,TRUE,TRUE
Carvela,5769710979,5769710979,5769710979,Carvela Petalo Envelope Clutch,https://www.shoeaholics.com/women/bags/clutch-bags/petalo-envelope-clutch-white-synthetic-carvela-5769710979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Petalo Envelope Clutch """", No Size, White","Womens Carvela Petalo Envelope Clutch """", No Size, White",79.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5769710979.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,10/09/2026,,FALSE,,143,IN STOCK,,,White,,,171,TRUE,TRUE,TRUE
Carvela,5569115979,5569115979,5569115979,Carvela Women's Clutch Bag Bone Synthetic Cecilia,https://www.shoeaholics.com/women/bags/cecilia-hard-clutch-white-comb-synthetic-carvela-5569115979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Cecelia Hard Faux Pearl Clutch Bag, White Comb","Cecelia Hard Faux Pearl Clutch Bag, White Comb",119.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/5/5569115979.jpg?v=1&width=800,Women > Bags,Women > Bags,10/09/2026,,FALSE,,239,IN STOCK,,,White,,,80,TRUE,TRUE,FALSE
Miss KG,6477861069,6477861069,6477861069,Carvela Women's Clutch Bag Tilly Jewel,https://www.shoeaholics.com/women/bags/clutch-bags/tilly-jewel-bow-clutch-gold-fabric-other-miss-kg-6477861069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Miss Kg Tilly Jewel Bow Clutch """", No Size, Gold","Womens Miss Kg Tilly Jewel Bow Clutch """", No Size, Gold",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/4/6477861069.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,10/09/2026,,FALSE,,259,IN STOCK,,,Metallic,,,70,TRUE,TRUE,TRUE
Carvela,5052200979,5052200979,5052200979,Carvela Women's Shoulder Bag Black Synthetic Large Rosa,https://www.shoeaholics.com/women/bags/shoulder-bags/large-rosa-chain-shoulder-black-synthetic-carvela-5052200979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Quilted Shoulder Bag, Black","Black Quilted Shoulder Bag, Black",99.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/0/5052200979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,405,IN STOCK,,,Black,,,19,TRUE,TRUE,TRUE
Carvela,5052239979,5052239979,5052239979,Carvela women's Shoulder Bag Brown Other Synthetic Large Rosa,https://www.shoeaholics.com/women/bags/shoulder-bags/large-rosa-chain-shoulder-brown-other-synthetic-carvela-5052239979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Large Rosa Chain Shoulder Bag """", No Size","Womens Carvela Large Rosa Chain Shoulder Bag """", No Size",99.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/0/5052239979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,48,IN STOCK,,,,,,276,TRUE,TRUE,TRUE
Carvela,4788351979,4788351979,4788351979,Carvela Micro Maria Fur Bag,https://www.shoeaholics.com/women/bags/cross-body-bags/maria-micro-fur-red-dark-synthetic-carvela-4788351979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Micro Maria Fur Bag """", No Size, Red Dark","Womens Carvela Micro Maria Fur Bag """", No Size, Red Dark",79.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/7/4788351979.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,126,IN STOCK,,,Red,,,195,TRUE,TRUE,TRUE
Miss KG,4561900069,4561900069,4561900069,Miss KG Women's Clutch Bag Black Synthetic Fleur,https://www.shoeaholics.com/women/bags/clutch-bags/fleur-box-black-fabric-other-miss-kg-4561900069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Crystal Clutch Bag, Black","Black Crystal Clutch Bag, Black",79.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/5/4561900069.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,10/09/2026,,FALSE,,83,IN STOCK,,,Black,,,237,TRUE,TRUE,TRUE
Carvela,4335837979,4335837979,4335837979,Carvela Women's Shoulder Bag Taupe Combination Synthetic Rosa Chain,https://www.shoeaholics.com/women/bags/cross-body-bags/rosa-chain-shoulder-taupe-combination-synthetic-carvela-4335837979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Patchwork Chain Shoulder Bag, Taupe","Patchwork Chain Shoulder Bag, Taupe",89.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/3/4335837979.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,47,IN STOCK,,,Taupe,,,279,TRUE,TRUE,TRUE
Kurt Geiger London,4574569979,4574569979,4574569979,Kurt Geiger London Women's Micro Kensington Cross Body Multi/ Other Metallic,https://www.shoeaholics.com/women/bags/micro-kensington-multiother-synthetic-kurt-geiger-london?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,Multi-Coloured Micro Quilted Cross Body Bag,Multi-Coloured Micro Quilted Cross Body Bag,79.00,79.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/5/4574569979.jpg?v=1&width=800,Women > Bags,Women > Bags,10/09/2026,,FALSE,,531,IN STOCK,,,,,,8,TRUE,TRUE,FALSE
Carvela,3885533979,3885533979,3885533979,Carvela Women's Tote Bag Tan Synthetic Violet,https://www.shoeaholics.com/women/bags/tote-bags/violet-belted-tote-tan-synthetic-carvela-3885533979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Brown Textured Tote Bag, Tan","Brown Textured Tote Bag, Tan",99.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/8/3885533979.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,10/09/2026,,FALSE,,181,IN STOCK,,,Tan,,,134,TRUE,TRUE,TRUE
Carvela,3882830979,3882830979,3882830979,Carvela Women's Tote Bag Brown Synthetic Latte,https://www.shoeaholics.com/women/bags/latte-east-west-brown-synthetic-carvela-3882830979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Brown Monogram Tote Bag, Brown","Brown Monogram Tote Bag, Brown",79.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/8/3882830979.jpg?v=1&width=800,Women > Bags,Women > Bags,10/09/2026,,FALSE,,148,IN STOCK,,,Brown,,,166,TRUE,TRUE,TRUE
Carvela,5052231799,5052231799,5052231799,Carvela Women's Shoulder Dark Brown Suedette Large Rosa,https://www.shoeaholics.com/women/bags/shoulder-bags/large-rosa-chain-shoulder-dark-brown-suedette-carvela-5052231799?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Dark Brown Suedette Large Rosa Shoulder Bag, Dark Brown","Dark Brown Suedette Large Rosa Shoulder Bag, Dark Brown",99.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/0/5052231799.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,233,IN STOCK,,,Brown,,,88,TRUE,TRUE,TRUE
Carvela,4335847979,4335847979,4335847979,Carvela Women's Shoulder Bag Taupe Synthetic Rosa,https://www.shoeaholics.com/women/bags/rosa-chain-shoulder-taupe-synthetic-carvela-4335847979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Taupe Shoulder Bag, Taupe","Taupe Shoulder Bag, Taupe",89.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/3/4335847979.jpg?v=1&width=800,Women > Bags,Women > Bags,10/09/2026,,FALSE,,75,IN STOCK,,,Taupe,,,246,TRUE,TRUE,TRUE
Carvela,5217851409,5217851409,5217851409,Kurt Geiger Women's Clutch Bag Dark Red Synthetic Jessica,https://www.shoeaholics.com/women/bags/clutch-bags/jessica-clutch-red-dark-croc-print-carvela-5217851409?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Jessica Clutch Bag """", No Size, Red Dark","Womens Carvela Jessica Clutch Bag """", No Size, Red Dark",49.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/2/5217851409.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,10/09/2026,,FALSE,,44,IN STOCK,,,Red,,,282,TRUE,TRUE,TRUE
Carvela,4706944449,4706944449,4706944449,CArvela Women's Tote Bag Bone Raffia Synthetic Maria,https://www.shoeaholics.com/women/bags/mini-bags/maria-micro-tote-bone-combination-raffia-carvela-4706944449?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Bone Woven Tote Bag, Bone Combination","Bone Woven Tote Bag, Bone Combination",79.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/7/4706944449.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,10/09/2026,,FALSE,,140,IN STOCK,,,White,,,175,TRUE,TRUE,TRUE
Carvela,4611747799,4611747799,4611747799,Carvela Women's Tote Bag Taupe Suedette Maria Mini,https://www.shoeaholics.com/women/bags/mini-bags/maria-mini-weave-taupe-suedette-carvela-4611747799?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Taupe Microsuede Weave Tote Bag, Taupe","Taupe Microsuede Weave Tote Bag, Taupe",79.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/6/4611747799.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,10/09/2026,,FALSE,,215,IN STOCK,,,Taupe,,,100,TRUE,TRUE,TRUE
Carvela,4611951799,4611951799,4611951799,Carvela Maria Micro Weave Dark Red Microsuede Woven Bag,https://www.shoeaholics.com/women/bags/mini-bags/maria-micro-weave-red-dark-suedette-carvela-4611951799?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Dark Red Microsuede Woven Bag, Red Dark","Dark Red Microsuede Woven Bag, Red Dark",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/6/4611951799.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,10/09/2026,,FALSE,,137,IN STOCK,,,Red,,,180,TRUE,TRUE,TRUE
Kurt Geiger London,3859300109,3859300109,3859300109,Kurt Geiger Women's Shoulder Bag Black Leather Soho,https://www.shoeaholics.com/women/bags/shoulder-bags/lg-soho-bag-black-leather-kurt-geiger-london-3859300109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Quilted Shoulder Bag, Black","Black Quilted Shoulder Bag, Black",199.00,279.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/8/3859300109.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,157,IN STOCK,,,Black,,,158,TRUE,TRUE,TRUE
Carvela,4335815619,4335815619,4335815619,Carvela Women's Cross Body Bag White Combination Rosa Chain,https://www.shoeaholics.com/women/bags/rosa-chain-shoulder-white-comb-fabric-leather-carvela-4335815619?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Silver Crystal Cross Body Bag, White Comb","Silver Crystal Cross Body Bag, White Comb",89.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/3/4335815619.jpg?v=1&width=800,Women > Bags,Women > Bags,10/09/2026,,FALSE,,295,IN STOCK,,,White,,,46,TRUE,TRUE,TRUE
Carvela,4571243449,4571243449,4571243449,Carvela Women's Tote Bag Beige Synthetic Beach Glam,https://www.shoeaholics.com/women/bags/mini-bags/beach-glam-mini-tote-beige-combination-raffia-carvela-4571243449?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Stitched Mini Tote Bag, Beige","Stitched Mini Tote Bag, Beige",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/4/5/4571243449.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,10/09/2026,,FALSE,,79,IN STOCK,,,Nude,,,244,TRUE,TRUE,TRUE
Carvela,3885551979,3885551979,3885551979,Carvela Women's Tote Bag Dark Red Synthetic Violet,https://www.shoeaholics.com/women/bags/tote-bags/violet-belted-tote-red-dark-synthetic-carvela-3885551979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Red Croc Embossed Patent Tote Bag, Red Dark","Red Croc Embossed Patent Tote Bag, Red Dark",99.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/8/3885551979.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,10/09/2026,,FALSE,,288,IN STOCK,,,Red,,,51,TRUE,TRUE,TRUE
